canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
sticker__cloud9_g2a_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Cloud9 G2A (Holo) | Katowice 2015,Cloud9 G2A (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,956831004490861271,50407766433,28790.0,USD,sticker
sticker__cloud9_holo_dreamhack_2014,csfloat,sticker,Sticker,Sticker,Sticker | Cloud9 (Holo) | DreamHack 2014,Cloud9 (Holo) | DreamHack 2014,,,,,,Remarkable,,False,False,953788624929948265,50400380967,40500.0,USD,sticker
sticker__coldzera_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | coldzera (Gold) | Krakow 2017,coldzera (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,952066684674509765,49558239728,69800.0,USD,sticker
sticker__complexity_gaming_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | compLexity Gaming | Katowice 2014,compLexity Gaming | Katowice 2014,,,,,,High Grade,,False,False,940137080925851422,26357147040,83659.0,USD,sticker
sticker__counter_logic_gaming_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Counter Logic Gaming (Holo) | Katowice 2015,Counter Logic Gaming (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,956941697055588468,50052020345,34500.0,USD,sticker
sticker__crown_foil,csfloat,sticker,Sticker,Sticker,Sticker | Crown (Foil),Crown (Foil),,,,,Foil,Exotic,,False,False,957089447936132432,50100501558,40460.0,USD,sticker
sticker__dephh_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | dephh (Gold) | London 2018,dephh (Gold) | London 2018,,,,,,Extraordinary,,False,False,917167594182675391,48245792838,10188.0,USD,sticker
sticker__dickstacy_gold_katowice_2019,csfloat,sticker,Sticker,Sticker,Sticker | DickStacy (Gold) | Katowice 2019,DickStacy (Gold) | Katowice 2019,,,,,,Extraordinary,,False,False,935618229190133605,31202066392,102708.0,USD,sticker
sticker__dima_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | Dima (Gold) | London 2018,Dima (Gold) | London 2018,,,,,,Extraordinary,,False,False,943458055545291012,39884337643,23500.0,USD,sticker
sticker__dosia_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | Dosia (Gold) | Boston 2018,Dosia (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,937987431213436597,49230006670,13652.0,USD,sticker
sticker__dosia_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | Dosia (Gold) | Krakow 2017,Dosia (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,957121149119106857,50561140928,34400.0,USD,sticker
sticker__dupreeh_foil_atlanta_2017,csfloat,sticker,Sticker,Sticker,Sticker | dupreeh (Foil) | Atlanta 2017,dupreeh (Foil) | Atlanta 2017,,,,,,Exotic,,False,False,885665006992097310,8915108670,7328.0,USD,sticker
sticker__elige_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | EliGE (Gold) | Boston 2018,EliGE (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,915234921176499950,14737624815,108900.0,USD,sticker
sticker__esl_one_cologne_2014_red,csfloat,sticker,Sticker,Sticker,Sticker | ESL One Cologne 2014 (Red),ESL One Cologne 2014 (Red),,,,,Red,Exotic,,False,False,955364570501875704,50508756997,7900.0,USD,sticker
sticker__fallen_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | FalleN (Gold) | Boston 2018,FalleN (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,620704801348518793,13062990244,42533.0,USD,sticker
sticker__faze_clan_foil_mlg_columbus_2016,csfloat,sticker,Sticker,Sticker,Sticker | FaZe Clan (Foil) | MLG Columbus 2016,FaZe Clan (Foil) | MLG Columbus 2016,,,,,,Exotic,,False,False,955029649996513934,50265940358,4300.0,USD,sticker
sticker__felps_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | felps (Gold) | Krakow 2017,felps (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,887452089880545872,10938950716,30000.0,USD,sticker
sticker__flamie_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | flamie (Gold) | Boston 2018,flamie (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,928947889395336564,48712337007,12154.0,USD,sticker
sticker__flipsid3_tactics_foil_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Flipsid3 Tactics (Foil) | Katowice 2015,Flipsid3 Tactics (Foil) | Katowice 2015,,,,,,Exotic,,False,False,952216289882016608,2820166358,11900.0,USD,sticker
sticker__flipsid3_tactics_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Flipsid3 Tactics (Holo) | Katowice 2015,Flipsid3 Tactics (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,957048446081174972,48308634462,51000.0,USD,sticker
sticker__flusha_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | flusha (Gold) | Boston 2018,flusha (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,953909252257351130,48699407757,34325.0,USD,sticker
sticker__fnatic_holo_dreamhack_2014,csfloat,sticker,Sticker,Sticker,Sticker | Fnatic (Holo) | DreamHack 2014,Fnatic (Holo) | DreamHack 2014,,,,,,Remarkable,,False,False,954732198920062261,24556072949,38967.0,USD,sticker
sticker__fnatic_holo_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | Fnatic (Holo) | Katowice 2014,Fnatic (Holo) | Katowice 2014,,,,,,Remarkable,,False,False,955950484517159705,50558159619,100000.0,USD,sticker
sticker__gla1ve_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | gla1ve (Gold) | Krakow 2017,gla1ve (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,936637024671236342,44648309244,59900.0,USD,sticker
sticker__golden_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | Golden (Gold) | Boston 2018,Golden (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,952260853904835137,50250287864,42315.0,USD,sticker
sticker__hellraisers_foil_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | HellRaisers (Foil) | Katowice 2015,HellRaisers (Foil) | Katowice 2015,,,,,,Exotic,,False,False,955510929641049469,25835733612,21472.0,USD,sticker
sticker__hellraisers_holo_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | HellRaisers (Holo) | Katowice 2014,HellRaisers (Holo) | Katowice 2014,,,,,,Remarkable,,False,False,956692463983135450,50040742532,1299000.0,USD,sticker
sticker__hellraisers_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | HellRaisers (Holo) | Katowice 2015,HellRaisers (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,956733377673825778,29951215901,18299.0,USD,sticker
sticker__hellraisers_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | HellRaisers | Katowice 2014,HellRaisers | Katowice 2014,,,,,,High Grade,,False,False,911154722205994673,28313640818,57100.0,USD,sticker
sticker__hobbit_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | Hobbit (Gold) | Krakow 2017,Hobbit (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,938380990424944610,30092105790,31500.0,USD,sticker
sticker__ibuypower_dreamhack_2014,csfloat,sticker,Sticker,Sticker,Sticker | iBUYPOWER | DreamHack 2014,iBUYPOWER | DreamHack 2014,,,,,,High Grade,,False,False,957180742872468860,50450776990,23099.0,USD,sticker
sticker__ibuypower_holo_cologne_2014,csfloat,sticker,Sticker,Sticker,Sticker | iBUYPOWER (Holo) | Cologne 2014,iBUYPOWER (Holo) | Cologne 2014,,,,,,Remarkable,,False,False,957182788375808504,5591081090,31966.0,USD,sticker
sticker__innocent_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | innocent (Gold) | Krakow 2017,innocent (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,946411400576764017,49722737561,33799.0,USD,sticker
sticker__jdm64_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | jdm64 (Gold) | Boston 2018,jdm64 (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,918139662055376829,48149100002,42000.0,USD,sticker
sticker__jmqa_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | jmqa (Gold) | London 2018,jmqa (Gold) | London 2018,,,,,,Extraordinary,,False,False,923745784896292419,48332740841,12815.0,USD,sticker
sticker__jr_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | jR (Gold) | Krakow 2017,jR (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,949765374377856282,49919488265,56900.0,USD,sticker
sticker__jugi_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | JUGi (Gold) | London 2018,JUGi (Gold) | London 2018,,,,,,Extraordinary,,False,False,916258260292603356,48019875557,13586.0,USD,sticker
sticker__jw_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | JW (Gold) | Boston 2018,JW (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,949765379415215425,49919487921,47500.0,USD,sticker
sticker__k0nfig_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | k0nfig (Gold) | London 2018,k0nfig (Gold) | London 2018,,,,,,Extraordinary,,False,False,949443111287915977,49893315330,23990.0,USD,sticker
sticker__kennys_foil_cologne_2015,csfloat,sticker,Sticker,Sticker,Sticker | kennyS (Foil) | Cologne 2015,kennyS (Foil) | Cologne 2015,,,,,,Exotic,,False,False,956230980727868931,50335455481,5545.0,USD,sticker
sticker__kennys_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | kennyS (Gold) | London 2018,kennyS (Gold) | London 2018,,,,,,Extraordinary,,False,False,870640903352618071,44309573577,80000.0,USD,sticker
sticker__keshandr_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | keshandr (Gold) | Boston 2018,keshandr (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,954176222391306415,50133112882,69950.0,USD,sticker
sticker__keyd_stars_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Keyd Stars (Holo) | Katowice 2015,Keyd Stars (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,955644450804205349,49878409316,26896.0,USD,sticker
sticker__krystal_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | kRYSTAL (Gold) | Krakow 2017,kRYSTAL (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,728589709193907494,27599427418,49192.0,USD,sticker
sticker__kscerato_gold_katowice_2019,csfloat,sticker,Sticker,Sticker,Sticker | KSCERATO (Gold) | Katowice 2019,KSCERATO (Gold) | Katowice 2019,,,,,,Extraordinary,,False,False,952570375915571116,50125379451,8700.0,USD,sticker
sticker__lgb_esports_foil_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | LGB eSports (Foil) | Katowice 2015,LGB eSports (Foil) | Katowice 2015,,,,,,Exotic,,False,False,956933606062818091,50422178648,44966.0,USD,sticker
sticker__lgb_esports_holo_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | LGB eSports (Holo) | Katowice 2014,LGB eSports (Holo) | Katowice 2014,,,,,,Remarkable,,False,False,948443266355954418,49260740221,428000.0,USD,sticker
sticker__lgb_esports_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | LGB eSports (Holo) | Katowice 2015,LGB eSports (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,949744700267563993,4465837823,40976.0,USD,sticker
sticker__lgb_esports_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | LGB eSports | Katowice 2015,LGB eSports | Katowice 2015,,,,,,High Grade,,False,False,955943533309725329,39162712700,11505.0,USD,sticker
sticker__mir_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | mir (Gold) | Krakow 2017,mir (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,954169328880714874,50133112900,145000.0,USD,sticker
sticker__mou_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | mou (Gold) | Boston 2018,mou (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,952341619632374216,31218485212,18925.0,USD,sticker
sticker__mousesports_holo_atlanta_2017,csfloat,sticker,Sticker,Sticker,Sticker | mousesports (Holo) | Atlanta 2017,mousesports (Holo) | Atlanta 2017,,,,,,Remarkable,,False,False,938573851015644467,48648017272,8690.0,USD,sticker
sticker__mousesports_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | mousesports | Katowice 2014,mousesports | Katowice 2014,,,,,,High Grade,,False,False,954841995455629413,5149435925,57000.0,USD,sticker
sticker__natus_vincere_foil_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Natus Vincere (Foil) | Katowice 2015,Natus Vincere (Foil) | Katowice 2015,,,,,,Exotic,,False,False,950038325778055819,49960546399,12049.0,USD,sticker
sticker__natus_vincere_holo_dreamhack_2014,csfloat,sticker,Sticker,Sticker,Sticker | Natus Vincere (Holo) | DreamHack 2014,Natus Vincere (Holo) | DreamHack 2014,,,,,,Remarkable,,False,False,948998507149266051,49822917360,35090.0,USD,sticker
sticker__natus_vincere_holo_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | Natus Vincere (Holo) | Katowice 2014,Natus Vincere (Holo) | Katowice 2014,,,,,,Remarkable,,False,False,948140081171006492,49828086615,1060465.0,USD,sticker
sticker__natus_vincere_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Natus Vincere (Holo) | Katowice 2015,Natus Vincere (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,955551812365189388,50534042600,58000.0,USD,sticker
sticker__nex_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | nex (Gold) | London 2018,nex (Gold) | London 2018,,,,,,Extraordinary,,False,False,637034776410327209,33807930334,53546.0,USD,sticker
sticker__ninjas_in_pyjamas_holo_katowice_2015,csfloat,sticker,Sticker,Sticker,Sticker | Ninjas in Pyjamas (Holo) | Katowice 2015,Ninjas in Pyjamas (Holo) | Katowice 2015,,,,,,Remarkable,,False,False,951385115437695200,49269818113,11602.0,USD,sticker
sticker__nitr0_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | nitr0 (Gold) | Boston 2018,nitr0 (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,953908983259859418,48699146932,45805.0,USD,sticker
sticker__olofmeister_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | olofmeister (Gold) | Boston 2018,olofmeister (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,919453434183288153,13567622125,25550.0,USD,sticker
sticker__olofmeister_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | olofmeister (Gold) | London 2018,olofmeister (Gold) | London 2018,,,,,,Extraordinary,,False,False,952934757761680839,49950040566,17396.0,USD,sticker
sticker__optic_gaming_foil_atlanta_2017,csfloat,sticker,Sticker,Sticker,Sticker | OpTic Gaming (Foil) | Atlanta 2017,OpTic Gaming (Foil) | Atlanta 2017,,,,,,Exotic,,False,False,950369951284330592,36633300579,25767.0,USD,sticker
sticker__optic_gaming_holo_atlanta_2017,csfloat,sticker,Sticker,Sticker,Sticker | OpTic Gaming (Holo) | Atlanta 2017,OpTic Gaming (Holo) | Atlanta 2017,,,,,,Remarkable,,False,False,957137527653927988,48781973587,22288.0,USD,sticker
sticker__pashabiceps_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | pashaBiceps (Gold) | Boston 2018,pashaBiceps (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,910102296388568472,15054566291,39900.0,USD,sticker
sticker__pashabiceps_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | pashaBiceps (Gold) | Krakow 2017,pashaBiceps (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,951278000823995277,50138299121,112066.0,USD,sticker
sticker__pashabiceps_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | pashaBiceps (Gold) | London 2018,pashaBiceps (Gold) | London 2018,,,,,,Extraordinary,,False,False,940515613703538632,18460654156,50789.0,USD,sticker
sticker__pgl_foil_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | PGL (Foil) | Krakow 2017,PGL (Foil) | Krakow 2017,,,,,,Exotic,,False,False,955364571470759939,50508760144,950.0,USD,sticker
sticker__rain_foil_mlg_columbus_2016,csfloat,sticker,Sticker,Sticker,Sticker | rain (Foil) | MLG Columbus 2016,rain (Foil) | MLG Columbus 2016,,,,,,Exotic,,False,False,949619028706591311,49927043234,7619.0,USD,sticker
sticker__reason_gaming_katowice_2014,csfloat,sticker,Sticker,Sticker,Sticker | Reason Gaming | Katowice 2014,Reason Gaming | Katowice 2014,,,,,,High Grade,,False,False,922419529051671259,48014091075,585000.0,USD,sticker
sticker__rez_gold_london_2018,csfloat,sticker,Sticker,Sticker,Sticker | REZ (Gold) | London 2018,REZ (Gold) | London 2018,,,,,,Extraordinary,,False,False,918674660311302235,15302142411,25330.0,USD,sticker
sticker__ropz_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | ropz (Gold) | Boston 2018,ropz (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,943971610875006741,47040686946,122500.0,USD,sticker
sticker__rox_holo_antwerp_2022,csfloat,sticker,Sticker,Sticker,Sticker | rox (Holo) | Antwerp 2022,rox (Holo) | Antwerp 2022,,,,,,Exotic,,False,False,957244822857581150,50429537635,11499.0,USD,sticker
sticker__s1mple_foil_atlanta_2017,csfloat,sticker,Sticker,Sticker,Sticker | s1mple (Foil) | Atlanta 2017,s1mple (Foil) | Atlanta 2017,,,,,,Exotic,,False,False,945240692307920668,46142050207,39999.0,USD,sticker
sticker__s1mple_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | s1mple (Gold) | Boston 2018,s1mple (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,781555442118690341,25295579284,169999.0,USD,sticker
sticker__s1mple_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | s1mple (Gold) | Krakow 2017,s1mple (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,945030202113788735,49621097892,463774.0,USD,sticker
sticker__shox_foil_cluj_napoca_2015,csfloat,sticker,Sticker,Sticker,Sticker | shox (Foil) | Cluj-Napoca 2015,shox (Foil) | Cluj-Napoca 2015,,,,,,Exotic,,False,False,954468298341353862,49894033914,6970.0,USD,sticker
sticker__shox_foil_cologne_2016,csfloat,sticker,Sticker,Sticker,Sticker | shox (Foil) | Cologne 2016,shox (Foil) | Cologne 2016,,,,,,Exotic,,False,False,957039187612271686,50572500795,4600.0,USD,sticker
sticker__sprout_esports_foil_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | Sprout Esports (Foil) | Boston 2018,Sprout Esports (Foil) | Boston 2018,,,,,,Exotic,,False,False,956922255194065735,49906599910,7173.0,USD,sticker
sticker__stanislaw_gold_boston_2018,csfloat,sticker,Sticker,Sticker,Sticker | stanislaw (Gold) | Boston 2018,stanislaw (Gold) | Boston 2018,,,,,,Extraordinary,,False,False,920039358877274003,14536492453,13844.0,USD,sticker
sticker__stewie2k_gold_krakow_2017,csfloat,sticker,Sticker,Sticker,Sticker | Stewie2K (Gold) | Krakow 2017,Stewie2K (Gold) | Krakow 2017,,,,,,Extraordinary,,False,False,919029737282734959,13552792616,61399.0,USD,sticker
sticker__sticker_00_nation_glitter_rio_2022,csgo_api_reference,sticker,Team,Team,Sticker | 00 Nation (Glitter) | Rio 2022,Sticker | 00 Nation (Glitter) | Rio 2022,,,,,,Remarkable,,False,False,sticker-6026,6026,,,Team
sticker__sticker_00_nation_gold_rio_2022,csgo_api_reference,sticker,Team,Team,Sticker | 00 Nation (Gold) | Rio 2022,Sticker | 00 Nation (Gold) | Rio 2022,,,,,,Extraordinary,,False,False,sticker-6028,6028,,,Team
sticker__sticker_00_nation_holo_rio_2022,csgo_api_reference,sticker,Team,Team,Sticker | 00 Nation (Holo) | Rio 2022,Sticker | 00 Nation (Holo) | Rio 2022,,,,,,Exotic,,False,False,sticker-6027,6027,,,Team
sticker__sticker_00_nation_rio_2022,csgo_api_reference,sticker,Team,Team,Sticker | 00 Nation | Rio 2022,Sticker | 00 Nation | Rio 2022,,,,,,High Grade,,False,False,sticker-6025,6025,,,Team
sticker__sticker_100_thieves_2020_rmr,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves | 2020 RMR,Sticker | 100 Thieves | 2020 RMR,,,,,,High Grade,,False,False,sticker-4769,4769,,,Team
sticker__sticker_100_thieves_boston_2018,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves | Boston 2018,Sticker | 100 Thieves | Boston 2018,,,,,,High Grade,,False,False,sticker-2440,2440,,,Team
sticker__sticker_100_thieves_foil_2020_rmr,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Foil) | 2020 RMR,Sticker | 100 Thieves (Foil) | 2020 RMR,,,,,,Exotic,,False,False,sticker-4771,4771,,,Team
sticker__sticker_100_thieves_foil_boston_2018,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Foil) | Boston 2018,Sticker | 100 Thieves (Foil) | Boston 2018,,,,,,Exotic,,False,False,sticker-2442,2442,,,Team
sticker__sticker_100_thieves_gold_2020_rmr,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Gold) | 2020 RMR,Sticker | 100 Thieves (Gold) | 2020 RMR,,,,,,Extraordinary,,False,False,sticker-4772,4772,,,Team
sticker__sticker_100_thieves_gold_boston_2018,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Gold) | Boston 2018,Sticker | 100 Thieves (Gold) | Boston 2018,,,,,,Exotic,,False,False,sticker-2443,2443,,,Team
sticker__sticker_100_thieves_holo_2020_rmr,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Holo) | 2020 RMR,Sticker | 100 Thieves (Holo) | 2020 RMR,,,,,,Remarkable,,False,False,sticker-4770,4770,,,Team
sticker__sticker_100_thieves_holo_boston_2018,csgo_api_reference,sticker,Team,Team,Sticker | 100 Thieves (Holo) | Boston 2018,Sticker | 100 Thieves (Holo) | Boston 2018,,,,,,Remarkable,,False,False,sticker-2441,2441,,,Team
sticker__sticker_1eer_austin_2025,csgo_api_reference,sticker,Autograph,Autograph,Sticker | 1eeR | Austin 2025,Sticker | 1eeR | Austin 2025,,,,,,High Grade,,False,False,sticker-9139,9139,,,Autograph
sticker__sticker_1eer_foil_austin_2025,csgo_api_reference,sticker,Autograph,Autograph,Sticker | 1eeR (Foil) | Austin 2025,Sticker | 1eeR (Foil) | Austin 2025,,,,,,Remarkable,,False,False,sticker-9140,9140,,,Autograph
sticker__sticker_1eer_gold_austin_2025,csgo_api_reference,sticker,Autograph,Autograph,Sticker | 1eeR (Gold) | Austin 2025,Sticker | 1eeR (Gold) | Austin 2025,,,,,,Extraordinary,,False,False,sticker-9142,9142,,,Autograph
sticker__sticker_1eer_holo_austin_2025,csgo_api_reference,sticker,Autograph,Autograph,Sticker | 1eeR (Holo) | Austin 2025,Sticker | 1eeR (Holo) | Austin 2025,,,,,,Exotic,,False,False,sticker-9141,9141,,,Autograph
sticker__sticker_360_no_scope,csgo_api_reference,sticker,Other,Other,Sticker | 360 No Scope,Sticker | 360 No Scope,,,,,,High Grade,,False,False,sticker-6586,6586,,,Other
sticker__sticker_3dmax_austin_2025,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX | Austin 2025,Sticker | 3DMAX | Austin 2025,,,,,,High Grade,,False,False,sticker-8594,8594,,,Team
sticker__sticker_3dmax_budapest_2025,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX | Budapest 2025,Sticker | 3DMAX | Budapest 2025,,,,,,High Grade,,False,False,sticker-9533,9533,,,Team
sticker__sticker_3dmax_embroidered_budapest_2025,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX (Embroidered) | Budapest 2025,Sticker | 3DMAX (Embroidered) | Budapest 2025,,,,,,Remarkable,,False,False,sticker-9534,9534,,,Team
sticker__sticker_3dmax_foil_austin_2025,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX (Foil) | Austin 2025,Sticker | 3DMAX (Foil) | Austin 2025,,,,,,Remarkable,,False,False,sticker-8595,8595,,,Team
sticker__sticker_3dmax_foil_katowice_2014,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX (Foil) | Katowice 2014,Sticker | 3DMAX (Foil) | Katowice 2014,,,,,,Exotic,,False,False,sticker-83,83,,,Team
sticker__sticker_3dmax_foil_katowice_2015,csgo_api_reference,sticker,Team,Team,Sticker | 3DMAX (Foil) | Katowice 2015,Sticker | 3DMAX (Foil) | Katowice 2015,,,,,,Exotic,,False,False,sticker-288,288,,,Team
