timestamp_utc,source,canonical_item_id,item_name,price,currency,price_basis,volume,availability,object_type,object_subtype,type_name
2026-04-01T22:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.05,USD,listing,10.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.53,USD,listing,2.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,26.89,USD,listing,12.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.81,USD,listing,10.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.83,USD,listing,4.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.24,USD,listing,11.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.72,USD,listing,3.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.08,USD,listing,1.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.46,USD,listing,11.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,23.02,USD,listing,5.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.43,USD,listing,12.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.91,USD,listing,4.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.27,USD,listing,2.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.65,USD,listing,12.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.67,USD,listing,6.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.08,USD,listing,1.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.56,USD,listing,5.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,26.92,USD,listing,3.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.84,USD,listing,1.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.86,USD,listing,7.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.27,USD,listing,2.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.75,USD,listing,6.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.11,USD,listing,4.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.49,USD,listing,2.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,23.05,USD,listing,8.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.46,USD,listing,3.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.94,USD,listing,7.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.3,USD,listing,5.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.68,USD,listing,3.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.7,USD,listing,9.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.11,USD,listing,4.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.59,USD,listing,8.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,26.95,USD,listing,6.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.87,USD,listing,4.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.89,USD,listing,10.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.3,USD,listing,5.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.78,USD,listing,9.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.14,USD,listing,7.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.52,USD,listing,5.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csfloat,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,23.08,USD,listing,11.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csfloat,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,11.49,USD,listing,6.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csfloat,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,26.97,USD,listing,10.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csfloat,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,27.33,USD,listing,8.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csfloat,agent__b_squadron_officer_sas,B Squadron Officer | SAS,26.71,USD,listing,6.0,,agent,agent,agent
