timestamp_utc,source,canonical_item_id,item_name,price,currency,price_basis,volume,availability,object_type,object_subtype,type_name
2026-04-01T12:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.11,USD,listing,8.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.75,USD,listing,2.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.37,USD,listing,1.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.69,USD,listing,1.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,30.89,USD,listing,3.0,,agent,agent,agent
2026-04-01T13:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,29.97,USD,listing,1.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.61,USD,listing,3.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.23,USD,listing,2.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.54,USD,listing,2.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.18,USD,listing,4.0,,agent,agent,agent
2026-04-01T14:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.27,USD,listing,2.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.46,USD,listing,4.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.52,USD,listing,3.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.4,USD,listing,3.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.04,USD,listing,5.0,,agent,agent,agent
2026-04-01T15:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.12,USD,listing,3.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.76,USD,listing,5.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.38,USD,listing,4.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.7,USD,listing,4.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.34,USD,listing,6.0,,agent,agent,agent
2026-04-01T16:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,29.98,USD,listing,4.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.61,USD,listing,6.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.23,USD,listing,5.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.55,USD,listing,5.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.19,USD,listing,7.0,,agent,agent,agent
2026-04-01T17:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.27,USD,listing,5.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.46,USD,listing,7.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.52,USD,listing,6.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.4,USD,listing,6.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.04,USD,listing,8.0,,agent,agent,agent
2026-04-01T18:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.12,USD,listing,6.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.76,USD,listing,8.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.38,USD,listing,7.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.7,USD,listing,7.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.34,USD,listing,1.0,,agent,agent,agent
2026-04-01T19:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,29.98,USD,listing,7.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.62,USD,listing,1.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.23,USD,listing,8.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.55,USD,listing,8.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.2,USD,listing,2.0,,agent,agent,agent
2026-04-01T20:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.27,USD,listing,8.0,,agent,agent,agent
2026-04-01T21:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.91,USD,listing,2.0,,agent,agent,agent
2026-04-01T21:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.53,USD,listing,1.0,,agent,agent,agent
2026-04-01T21:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.41,USD,listing,1.0,,agent,agent,agent
2026-04-01T21:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.05,USD,listing,3.0,,agent,agent,agent
2026-04-01T21:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.13,USD,listing,1.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.77,USD,listing,3.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.39,USD,listing,2.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.7,USD,listing,2.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.35,USD,listing,4.0,,agent,agent,agent
2026-04-01T22:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.43,USD,listing,2.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.62,USD,listing,4.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.24,USD,listing,3.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.56,USD,listing,3.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.2,USD,listing,5.0,,agent,agent,agent
2026-04-01T23:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.28,USD,listing,3.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.91,USD,listing,5.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.53,USD,listing,4.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.85,USD,listing,4.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.05,USD,listing,6.0,,agent,agent,agent
2026-04-02T00:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.13,USD,listing,4.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.77,USD,listing,6.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.39,USD,listing,5.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.71,USD,listing,5.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.35,USD,listing,7.0,,agent,agent,agent
2026-04-02T01:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.43,USD,listing,5.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.62,USD,listing,7.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.68,USD,listing,6.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.56,USD,listing,6.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.21,USD,listing,8.0,,agent,agent,agent
2026-04-02T02:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.29,USD,listing,6.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.92,USD,listing,8.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.54,USD,listing,7.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.86,USD,listing,7.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.5,USD,listing,1.0,,agent,agent,agent
2026-04-02T03:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.14,USD,listing,7.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.78,USD,listing,1.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.39,USD,listing,8.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.71,USD,listing,8.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.36,USD,listing,2.0,,agent,agent,agent
2026-04-02T04:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.44,USD,listing,8.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.63,USD,listing,2.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.69,USD,listing,1.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.57,USD,listing,1.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.21,USD,listing,3.0,,agent,agent,agent
2026-04-02T05:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.29,USD,listing,1.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csmoney,agent__1st_lieutenant_farlow_swat,1st Lieutenant Farlow | SWAT,22.92,USD,listing,3.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csmoney,agent__3rd_commando_company_ksk,3rd Commando Company | KSK,24.54,USD,listing,2.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csmoney,agent__arno_the_overgrown_guerrilla_warfare,Arno The Overgrown | Guerrilla Warfare,30.86,USD,listing,2.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csmoney,agent__aspirant_gendarmerie_nationale,Aspirant | Gendarmerie Nationale,31.5,USD,listing,4.0,,agent,agent,agent
2026-04-02T06:00:00+00:00,csmoney,agent__b_squadron_officer_sas,B Squadron Officer | SAS,30.14,USD,listing,2.0,,agent,agent,agent
